example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
401,markdown,0,,1890,Conditional Lookup,Hard,hybridqa,"What is the Date ( s ) & Architect for the armoury for which the Duke of York , as a member of the Canadian Royal Family , acts as Colonel-in-Chief ?",['1914-5 David Ewart'],The provided table does not contain information regarding the Duke of York or who acts as Colonel-in-Chief for any of the listed armouries.,0
402,html,0,,588,Conditional Lookup,Hard,hybridqa,What football club is located in the most populous town in the Syunik Province ?,['Gandzasar Stadium'],None,0
402,latex,0,,307,Conditional Lookup,Hard,hybridqa,What football club is located in the most populous town in the Syunik Province ?,['Gandzasar Stadium'],Gandzasar,0
402,markdown,0,,270,Conditional Lookup,Hard,hybridqa,What football club is located in the most populous town in the Syunik Province ?,['Gandzasar Stadium'],Gandzasar,0
403,html,0,,742,Conditional Lookup,Hard,hybridqa,Which stadium is home to the club managed by Armands Zeiberliņš ?,['Daugava Stadium'],The provided table does not contain information regarding who manages the clubs.,0
403,latex,0,,391,Conditional Lookup,Hard,hybridqa,Which stadium is home to the club managed by Armands Zeiberliņš ?,['Daugava Stadium'],The provided table does not contain information regarding which club is managed by Armands Zeiberliņš.,0
403,markdown,0,,367,Conditional Lookup,Hard,hybridqa,Which stadium is home to the club managed by Armands Zeiberliņš ?,['Daugava Stadium'],The provided table does not contain information regarding who manages the clubs.,0
404,html,0,,2278,Conditional Lookup,Hard,hybridqa,What is the % change of the Metropolitan statistical area which is built around the Mississippi river ?,['+8.37%'],The provided table does not contain information regarding a Metropolitan statistical area built around the Mississippi river.,0
404,latex,0,,1302,Conditional Lookup,Hard,hybridqa,What is the % change of the Metropolitan statistical area which is built around the Mississippi river ?,['+8.37%'],The provided table does not contain information regarding which Metropolitan statistical area is built around the Mississippi river.,0
404,markdown,0,,1382,Conditional Lookup,Hard,hybridqa,What is the % change of the Metropolitan statistical area which is built around the Mississippi river ?,['+8.37%'],The table does not contain information regarding which Metropolitan statistical area is built around the Mississippi river.,0
405,html,0,,1464,Conditional Lookup,Hard,hybridqa,What is the name of the school that is located in the suburb whose main industry in town is wheat farming ?,['Binnu Primary School'],The provided table does not contain information regarding the main industry of any suburb.,0
405,latex,0,,600,Conditional Lookup,Hard,hybridqa,What is the name of the school that is located in the suburb whose main industry in town is wheat farming ?,['Binnu Primary School'],The provided table does not contain information regarding the main industry of the suburbs.,0
405,markdown,0,,620,Conditional Lookup,Hard,hybridqa,What is the name of the school that is located in the suburb whose main industry in town is wheat farming ?,['Binnu Primary School'],The provided table does not contain information regarding the main industry of the suburbs.,0
406,html,0,,1326,Conditional Lookup,Hard,hybridqa,"What is the school of the player who was born on March 23 , 1966 ?",['Dartmouth'],The provided table does not contain information regarding the birth dates of the players.,0
406,latex,0,,465,Conditional Lookup,Hard,hybridqa,"What is the school of the player who was born on March 23 , 1966 ?",['Dartmouth'],The provided table does not contain information regarding the birth dates of the players.,0
406,markdown,0,,510,Conditional Lookup,Hard,hybridqa,"What is the school of the player who was born on March 23 , 1966 ?",['Dartmouth'],The provided table does not contain information regarding the birth dates of the players.,0
407,html,0,,974,Conditional Lookup,Hard,hybridqa,What is the year of birth of the player who has scored 336 goals in 850 games in his career ?,['1978'],The provided table does not contain information regarding the number of goals or games played by any player.,0
407,latex,0,,476,Conditional Lookup,Hard,hybridqa,What is the year of birth of the player who has scored 336 goals in 850 games in his career ?,['1978'],The provided table does not contain information regarding the number of goals or games played by any of the players.,0
407,markdown,0,,460,Conditional Lookup,Hard,hybridqa,What is the year of birth of the player who has scored 336 goals in 850 games in his career ?,['1978'],The provided table does not contain information regarding the number of goals or games played by the players.,0
408,html,0,,1620,Conditional Lookup,Hard,hybridqa,"When is the building whose design of the building was inspired by bamboo , though to be completed ?",['2021'],The provided table does not contain information regarding the design inspiration of the buildings.,0
408,latex,0,,832,Conditional Lookup,Hard,hybridqa,"When is the building whose design of the building was inspired by bamboo , though to be completed ?",['2021'],The provided table does not contain information regarding the design inspiration of the buildings.,0
408,markdown,0,,817,Conditional Lookup,Hard,hybridqa,"When is the building whose design of the building was inspired by bamboo , though to be completed ?",['2021'],The provided table does not contain information regarding the design inspiration of the buildings.,0
409,html,0,,907,Conditional Lookup,Hard,hybridqa,"What is the population , as of the 1999 census , of the city that is a 45-minute flight from Honiara ?",['979'],The table does not provide information regarding flight times.,0
409,latex,0,,442,Conditional Lookup,Hard,hybridqa,"What is the population , as of the 1999 census , of the city that is a 45-minute flight from Honiara ?",['979'],The table does not provide information regarding flight times.,0
409,markdown,0,,432,Conditional Lookup,Hard,hybridqa,"What is the population , as of the 1999 census , of the city that is a 45-minute flight from Honiara ?",['979'],The provided table does not contain information regarding flight times.,0
410,html,0,,1441,Conditional Lookup,Hard,hybridqa,"Of the skaters from the United States , what is the rank for the pair that are a married couple ?",['13'],"thought
The table does not provide information regarding the marital status of the skaters.",0
410,latex,0,,596,Conditional Lookup,Hard,hybridqa,"Of the skaters from the United States , what is the rank for the pair that are a married couple ?",['13'],The table does not provide information regarding the marital status of the skaters.,0
410,markdown,0,,604,Conditional Lookup,Hard,hybridqa,"Of the skaters from the United States , what is the rank for the pair that are a married couple ?",['13'],The table does not provide information regarding the marital status of the skaters.,0
411,html,0,,1856,Conditional Lookup,Hard,hybridqa,Which club did the swimmer who joined the International Swimming Hall of Fame swim for ?,['Malmö SS'],The provided table does not contain information regarding which swimmers joined the International Swimming Hall of Fame.,0
411,latex,0,,1037,Conditional Lookup,Hard,hybridqa,Which club did the swimmer who joined the International Swimming Hall of Fame swim for ?,['Malmö SS'],The provided table does not contain information regarding which swimmers joined the International Swimming Hall of Fame.,0
411,markdown,0,,1056,Conditional Lookup,Hard,hybridqa,Which club did the swimmer who joined the International Swimming Hall of Fame swim for ?,['Malmö SS'],The provided table does not contain information regarding which swimmers joined the International Swimming Hall of Fame.,0
412,html,0,,793,Conditional Lookup,Hard,hybridqa,what is the stadium capacity of the team that plays in a stadium that opened in 1994 ?,"['7,866']",The provided table does not contain information regarding the year a stadium opened.,0
412,latex,0,,386,Conditional Lookup,Hard,hybridqa,what is the stadium capacity of the team that plays in a stadium that opened in 1994 ?,"['7,866']",The provided table does not contain information regarding the opening years of the stadiums.,0
412,markdown,0,,374,Conditional Lookup,Hard,hybridqa,what is the stadium capacity of the team that plays in a stadium that opened in 1994 ?,"['7,866']",The provided table does not contain information regarding the opening years of the stadiums.,0
413,html,0,,810,Conditional Lookup,Hard,hybridqa,What is the name of the school whose location is located 41 miles northwest of Minneapolis ; and 27 miles southeast of St . Cloud ?,['Big Lake High School'],The provided table does not contain information regarding the distance of schools from Minneapolis or St. Cloud.,0
413,latex,0,,421,Conditional Lookup,Hard,hybridqa,What is the name of the school whose location is located 41 miles northwest of Minneapolis ; and 27 miles southeast of St . Cloud ?,['Big Lake High School'],The provided table does not contain information regarding the distance of schools from Minneapolis or St. Cloud.,0
413,markdown,0,,405,Conditional Lookup,Hard,hybridqa,What is the name of the school whose location is located 41 miles northwest of Minneapolis ; and 27 miles southeast of St . Cloud ?,['Big Lake High School'],The provided table does not contain information regarding the distance of the schools from Minneapolis or St. Cloud.,0
414,html,0,,930,Conditional Lookup,Hard,hybridqa,What Party was the winner that was twice elected to the Lok Sabha ?,['Indian National Congress ( I )'],Indian National Congress,0
414,latex,0,,440,Conditional Lookup,Hard,hybridqa,What Party was the winner that was twice elected to the Lok Sabha ?,['Indian National Congress ( I )'],Indian National Congress,0
414,markdown,0,,430,Conditional Lookup,Hard,hybridqa,What Party was the winner that was twice elected to the Lok Sabha ?,['Indian National Congress ( I )'],Indian National Congress,0
415,html,0,,1476,Conditional Lookup,Hard,hybridqa,The school whose trustees are the Worshipful Company of Brewers is served by a bus route that starts in which district ?,['East Finchley'],The table does not contain information regarding the trustees of the schools.,0
415,latex,0,,592,Conditional Lookup,Hard,hybridqa,The school whose trustees are the Worshipful Company of Brewers is served by a bus route that starts in which district ?,['East Finchley'],The table does not contain information regarding the trustees of the schools.,0
415,markdown,0,,699,Conditional Lookup,Hard,hybridqa,The school whose trustees are the Worshipful Company of Brewers is served by a bus route that starts in which district ?,['East Finchley'],The table does not provide information regarding the trustees of the schools.,0
416,html,0,,1342,Conditional Lookup,Hard,hybridqa,The player who is a former American football safety who played nine seasons in the National Football League went to what college ?,['South Carolina State'],Toledo,0
416,latex,0,,463,Conditional Lookup,Hard,hybridqa,The player who is a former American football safety who played nine seasons in the National Football League went to what college ?,['South Carolina State'],Toledo,0
416,markdown,0,,512,Conditional Lookup,Hard,hybridqa,The player who is a former American football safety who played nine seasons in the National Football League went to what college ?,['South Carolina State'],Toledo,0
417,html,0,,1236,Conditional Lookup,Hard,hybridqa,In which place did the team that holds its matches on the stadium that hosted the Norwegian Athletics Championships in 1968 ended up in the last norwegian first division season ?,['8th'],11th,0
417,latex,0,,604,Conditional Lookup,Hard,hybridqa,In which place did the team that holds its matches on the stadium that hosted the Norwegian Athletics Championships in 1968 ended up in the last norwegian first division season ?,['8th'],15th in Eliteserien ( relegated ),0
417,markdown,0,,628,Conditional Lookup,Hard,hybridqa,In which place did the team that holds its matches on the stadium that hosted the Norwegian Athletics Championships in 1968 ended up in the last norwegian first division season ?,['8th'],11th,0
418,html,1,,1464,Conditional Lookup,Hard,wikitq,what game did the winning team only score 73 points?,['February 16'],February 16,0
418,latex,1,,688,Conditional Lookup,Hard,wikitq,what game did the winning team only score 73 points?,['February 16'],February 16,0
418,markdown,1,,697,Conditional Lookup,Hard,wikitq,what game did the winning team only score 73 points?,['February 16'],February 16,0
419,html,0,,984,Conditional Lookup,Hard,hybridqa,"Which hurricane reached Category 5 status with wind peaks of 160 mph leaving 100,000 people homeless also affecting the area north of Cuba of a country that is a member of the Commonwealth Realms under the monarchy of Queen Elizabeth II ?",['Cuba-Brownsville'],Cuba,0
419,latex,0,,434,Conditional Lookup,Hard,hybridqa,"Which hurricane reached Category 5 status with wind peaks of 160 mph leaving 100,000 people homeless also affecting the area north of Cuba of a country that is a member of the Commonwealth Realms under the monarchy of Queen Elizabeth II ?",['Cuba-Brownsville'],"The provided table does not contain information regarding wind peaks, the number of people left homeless, or the specific geographical details required to answer the question.",0
419,markdown,0,,401,Conditional Lookup,Hard,hybridqa,"Which hurricane reached Category 5 status with wind peaks of 160 mph leaving 100,000 people homeless also affecting the area north of Cuba of a country that is a member of the Commonwealth Realms under the monarchy of Queen Elizabeth II ?",['Cuba-Brownsville'],"The table does not contain information regarding wind peaks, number of people homeless, or specific geographical details about the Commonwealth Realms.",0
420,html,1,,1899,Conditional Lookup,Hard,hybridqa,What type of disaster hit the state whose name originates from the Ojibwe word mishigamaa ?,['Wildfire'],Wildfire ( rural ),0
420,latex,1,,898,Conditional Lookup,Hard,hybridqa,What type of disaster hit the state whose name originates from the Ojibwe word mishigamaa ?,['Wildfire'],Wildfire ( rural ),0
420,markdown,1,,1122,Conditional Lookup,Hard,hybridqa,What type of disaster hit the state whose name originates from the Ojibwe word mishigamaa ?,['Wildfire'],Wildfire ( rural ),0
421,html,0,,1140,Conditional Lookup,Hard,hybridqa,"Located within the most populous city in the U.S. state of New Mexico , approximately how many images does this national monument protect ?","['24,000']","an estimated 25,000 images",0
421,latex,0,,668,Conditional Lookup,Hard,hybridqa,"Located within the most populous city in the U.S. state of New Mexico , approximately how many images does this national monument protect ?","['24,000']","25,000",0
421,markdown,0,,724,Conditional Lookup,Hard,hybridqa,"Located within the most populous city in the U.S. state of New Mexico , approximately how many images does this national monument protect ?","['24,000']","25,000",0
422,html,0,,580,Conditional Lookup,Hard,wikitq,which season only had eight episodes?,['Season 7'],7,0
422,latex,0,,341,Conditional Lookup,Hard,wikitq,which season only had eight episodes?,['Season 7'],7,0
422,markdown,0,,294,Conditional Lookup,Hard,wikitq,which season only had eight episodes?,['Season 7'],7,0
423,html,0,,1711,Conditional Lookup,Hard,hybridqa,What film stars and actress who has also been a UNESCO goodwill ambassador for the Defense of Women 's Rights since March 2000 ?,['Girl with a Suitcase'],The table does not provide information regarding UNESCO goodwill ambassadors.,0
423,latex,0,,832,Conditional Lookup,Hard,hybridqa,What film stars and actress who has also been a UNESCO goodwill ambassador for the Defense of Women 's Rights since March 2000 ?,['Girl with a Suitcase'],Claudia Cardinale,0
423,markdown,0,,889,Conditional Lookup,Hard,hybridqa,What film stars and actress who has also been a UNESCO goodwill ambassador for the Defense of Women 's Rights since March 2000 ?,['Girl with a Suitcase'],Claudia Cardinale,0
424,html,0,,2867,Conditional Lookup,Hard,hybridqa,What year was the historic place in Minnesota Lake built ?,['1902'],1906,0
424,latex,0,,2211,Conditional Lookup,Hard,hybridqa,What year was the historic place in Minnesota Lake built ?,['1902'],1906,0
424,markdown,0,,2330,Conditional Lookup,Hard,hybridqa,What year was the historic place in Minnesota Lake built ?,['1902'],1906,0
425,html,0,,1388,Conditional Lookup,Hard,hybridqa,Which installation is located in the city that has the third tallest skyline in the U.S. ?,['Marine Corps Air Station Miami'],The provided table does not contain information regarding the height of city skylines.,0
425,latex,0,,598,Conditional Lookup,Hard,hybridqa,Which installation is located in the city that has the third tallest skyline in the U.S. ?,['Marine Corps Air Station Miami'],The table does not contain information regarding the height of city skylines.,0
425,markdown,0,,630,Conditional Lookup,Hard,hybridqa,Which installation is located in the city that has the third tallest skyline in the U.S. ?,['Marine Corps Air Station Miami'],The table does not contain information regarding the height of city skylines.,0
426,html,0,,1629,Conditional Lookup,Hard,hybridqa,"When did the mayor who was succeeded by the man who died on September 26 , 1875 complete his term ?",['April 1843'],"May 4 , 1874",0
426,latex,0,,750,Conditional Lookup,Hard,hybridqa,"When did the mayor who was succeeded by the man who died on September 26 , 1875 complete his term ?",['April 1843'],"May 4 , 1874",0
426,markdown,0,,778,Conditional Lookup,Hard,hybridqa,"When did the mayor who was succeeded by the man who died on September 26 , 1875 complete his term ?",['April 1843'],"May 4 , 1874",0
427,html,0,,1662,Conditional Lookup,Hard,hybridqa,"What is the 2011 population of the city that is an important centre of governance , administration , education , commerce , aerospace , finance , pharmaceuticals , technology , design , culture , tourism , music and poetry ?","['2,317,105']","11,007,835",0
427,latex,0,,810,Conditional Lookup,Hard,hybridqa,"What is the 2011 population of the city that is an important centre of governance , administration , education , commerce , aerospace , finance , pharmaceuticals , technology , design , culture , tourism , music and poetry ?","['2,317,105']","11,007,835",0
427,markdown,0,,862,Conditional Lookup,Hard,hybridqa,"What is the 2011 population of the city that is an important centre of governance , administration , education , commerce , aerospace , finance , pharmaceuticals , technology , design , culture , tourism , music and poetry ?","['2,317,105']","11,007,835",0
428,html,0,,1197,Conditional Lookup,Hard,hybridqa,What is the nationality of the artist who is of Turkish descent ?,['Germany'],None,0
428,latex,0,,461,Conditional Lookup,Hard,hybridqa,What is the nationality of the artist who is of Turkish descent ?,['Germany'],None,0
428,markdown,0,,488,Conditional Lookup,Hard,hybridqa,What is the nationality of the artist who is of Turkish descent ?,['Germany'],None,0
429,html,0,,1144,Conditional Lookup,Hard,hybridqa,"Where is the mall that contains more than 225 outlets , including food courts , restaurants , family entertainment zones , a multiplex , ice skating rink and bowling alley located ?",['Edapally'],"The provided table does not contain information regarding the number of outlets, food courts, restaurants, family entertainment zones, multiplexes, ice skating rinks, or bowling",0
429,latex,0,,699,Conditional Lookup,Hard,hybridqa,"Where is the mall that contains more than 225 outlets , including food courts , restaurants , family entertainment zones , a multiplex , ice skating rink and bowling alley located ?",['Edapally'],"The provided table does not contain information regarding the number of outlets, food courts, restaurants, family entertainment zones, multiplexes, ice skating rinks, or bowling",0
429,markdown,0,,678,Conditional Lookup,Hard,hybridqa,"Where is the mall that contains more than 225 outlets , including food courts , restaurants , family entertainment zones , a multiplex , ice skating rink and bowling alley located ?",['Edapally'],"The provided table does not contain information regarding the number of outlets, food courts, restaurants, family entertainment zones, multiplexes, ice skating rinks, or bowling",0
430,html,0,,878,Conditional Lookup,Hard,hybridqa,In what season was the first Spanish professional basketball player on this list a rising star ?,['2006'],2009-10,0
430,latex,0,,434,Conditional Lookup,Hard,hybridqa,In what season was the first Spanish professional basketball player on this list a rising star ?,['2006'],2009-10,0
430,markdown,0,,432,Conditional Lookup,Hard,hybridqa,In what season was the first Spanish professional basketball player on this list a rising star ?,['2006'],2009-10,0
431,html,0,,1279,Conditional Lookup,Hard,hybridqa,What was the 2013 population of the district is popular for its tasty grapes and resins that are usually exported to Ghazni city and Muqur district ?,"['26,700']",The provided table does not contain information regarding districts popular for grapes and resins.,0
431,latex,0,,603,Conditional Lookup,Hard,hybridqa,What was the 2013 population of the district is popular for its tasty grapes and resins that are usually exported to Ghazni city and Muqur district ?,"['26,700']",The provided table does not contain information regarding which district is popular for its tasty grapes and resins.,0
431,markdown,0,,641,Conditional Lookup,Hard,hybridqa,What was the 2013 population of the district is popular for its tasty grapes and resins that are usually exported to Ghazni city and Muqur district ?,"['26,700']","thought
The provided table does not contain information regarding districts popular for tasty grapes and resins.",0
432,html,0,,2999,Conditional Lookup,Hard,hybridqa,Which National Historical Landmark is located in the fifth-least populous county in Utah ?,['Bryce Canyon Lodge and Deluxe Cabins'],I cannot answer this question because the provided table does not contain information regarding the population of the counties.,0
432,latex,0,,2277,Conditional Lookup,Hard,hybridqa,Which National Historical Landmark is located in the fifth-least populous county in Utah ?,['Bryce Canyon Lodge and Deluxe Cabins'],I cannot answer this question because the provided table does not contain information regarding the population of the counties.,0
432,markdown,0,,2457,Conditional Lookup,Hard,hybridqa,Which National Historical Landmark is located in the fifth-least populous county in Utah ?,['Bryce Canyon Lodge and Deluxe Cabins'],I cannot answer this question because the provided table does not contain information regarding the population of the counties.,0
433,html,0,,822,Conditional Lookup,Hard,hybridqa,How many goals did the now deceased player score ?,['3'],The table does not provide information regarding which players are deceased.,0
433,latex,0,,352,Conditional Lookup,Hard,hybridqa,How many goals did the now deceased player score ?,['3'],The table does not provide information regarding which players are deceased.,0
433,markdown,0,,305,Conditional Lookup,Hard,hybridqa,How many goals did the now deceased player score ?,['3'],The table does not provide information regarding which players are deceased.,0
434,html,0,,821,Conditional Lookup,Hard,hybridqa,What is the name of the club whose city/town is situated between Kgale and Oodi Hills ?,['Gaborone United'],The provided table does not contain information regarding Kgale or Oodi Hills.,0
434,latex,0,,373,Conditional Lookup,Hard,hybridqa,What is the name of the club whose city/town is situated between Kgale and Oodi Hills ?,['Gaborone United'],None,0
434,markdown,0,,358,Conditional Lookup,Hard,hybridqa,What is the name of the club whose city/town is situated between Kgale and Oodi Hills ?,['Gaborone United'],The provided table does not contain information regarding Kgale or Oodi Hills.,0
435,html,1,,1436,Conditional Lookup,Hard,hybridqa,The Airplane that was an all-metal monoplane that was an early example in the Ford Trimotor lineage had its first flight in what year ?,['1923'],1923,1
435,latex,0,,752,Conditional Lookup,Hard,hybridqa,The Airplane that was an all-metal monoplane that was an early example in the Ford Trimotor lineage had its first flight in what year ?,['1923'],1924,1
435,markdown,0,,743,Conditional Lookup,Hard,hybridqa,The Airplane that was an all-metal monoplane that was an early example in the Ford Trimotor lineage had its first flight in what year ?,['1923'],1924,1
436,html,0,,1575,Conditional Lookup,Hard,hybridqa,The director Dejan Aćimović made a film about an athlete that won silver in which Olympic Games ?,['2012 London'],The table does not contain information about a director named Dejan Aćimović.,0
436,latex,0,,733,Conditional Lookup,Hard,hybridqa,The director Dejan Aćimović made a film about an athlete that won silver in which Olympic Games ?,['2012 London'],The table does not contain information about a director named Dejan Aćimović or a film.,0
436,markdown,0,,773,Conditional Lookup,Hard,hybridqa,The director Dejan Aćimović made a film about an athlete that won silver in which Olympic Games ?,['2012 London'],The table does not contain information about a director named Dejan Aćimović.,0
437,html,1,,681,Conditional Lookup,Hard,hybridqa,What is the street address of the school that was built in 1928 ?,['5343 Southeast Abshier Boulevard'],"5343 Southeast Abshier Boulevard. , Belleview , Florida",0
437,latex,1,,413,Conditional Lookup,Hard,hybridqa,What is the street address of the school that was built in 1928 ?,['5343 Southeast Abshier Boulevard'],"5343 Southeast Abshier Boulevard. , Belleview , Florida",0
437,markdown,1,,374,Conditional Lookup,Hard,hybridqa,What is the street address of the school that was built in 1928 ?,['5343 Southeast Abshier Boulevard'],"5343 Southeast Abshier Boulevard. , Belleview , Florida",0
438,html,0,,697,Conditional Lookup,Hard,hybridqa,"What is the name of the school whose location had a population of 23,957 at the time of the 2001 census ?",['Medina College'],The provided table does not contain information regarding the population of the locations.,0
438,latex,0,,377,Conditional Lookup,Hard,hybridqa,"What is the name of the school whose location had a population of 23,957 at the time of the 2001 census ?",['Medina College'],The provided table does not contain information regarding the population of the locations.,0
438,markdown,0,,353,Conditional Lookup,Hard,hybridqa,"What is the name of the school whose location had a population of 23,957 at the time of the 2001 census ?",['Medina College'],"thought
The provided table does not contain information regarding the population of the locations.",0
439,html,0,,1612,Conditional Lookup,Hard,hybridqa,What is the name of the power station located in the city that used to be a fishing centre ?,['Rybnik Power Station'],The table does not provide information about which city used to be a fishing centre.,0
439,latex,0,,750,Conditional Lookup,Hard,hybridqa,What is the name of the power station located in the city that used to be a fishing centre ?,['Rybnik Power Station'],The provided table does not contain information regarding which city used to be a fishing centre.,0
439,markdown,0,,767,Conditional Lookup,Hard,hybridqa,What is the name of the power station located in the city that used to be a fishing centre ?,['Rybnik Power Station'],Kardia Power Station,0
440,html,0,,1821,Conditional Lookup,Hard,hybridqa,Which constituency did the speaker known for being educated at Oxford university belong to ?,['Essex'],The provided table does not contain information regarding the education of any speaker.,0
440,latex,0,,961,Conditional Lookup,Hard,hybridqa,Which constituency did the speaker known for being educated at Oxford university belong to ?,['Essex'],The provided table does not contain information regarding the education of the speakers.,0
440,markdown,0,,1109,Conditional Lookup,Hard,hybridqa,Which constituency did the speaker known for being educated at Oxford university belong to ?,['Essex'],The provided table does not contain information regarding which speaker was educated at Oxford university.,0
441,html,0,,597,Conditional Lookup,Hard,hybridqa,How many points did the gymnast who won the silver medal in the women 's individual event at the 2008 Aerobic Gymnastics World Championships in Ulm receive at the 2009 Aerobic Gymnastics European Championships ?,['19.6'],20.150,0
441,latex,0,,322,Conditional Lookup,Hard,hybridqa,How many points did the gymnast who won the silver medal in the women 's individual event at the 2008 Aerobic Gymnastics World Championships in Ulm receive at the 2009 Aerobic Gymnastics European Championships ?,['19.6'],The provided table does not contain information regarding the 2008 Aerobic Gymnastics World Championships or the 2009 Aerobic Gymnastics European,0
441,markdown,0,,277,Conditional Lookup,Hard,hybridqa,How many points did the gymnast who won the silver medal in the women 's individual event at the 2008 Aerobic Gymnastics World Championships in Ulm receive at the 2009 Aerobic Gymnastics European Championships ?,['19.6'],20.15,0
442,html,0,,1670,Conditional Lookup,Hard,hybridqa,"What is the surname of the title whose last owner was Patrick , 6th Lord ?",['Halyburton'],The provided table does not contain information regarding the last owner of any title.,0
442,latex,0,,804,Conditional Lookup,Hard,hybridqa,"What is the surname of the title whose last owner was Patrick , 6th Lord ?",['Halyburton'],The provided table does not contain information regarding the last owner of any title.,0
442,markdown,0,,893,Conditional Lookup,Hard,hybridqa,"What is the surname of the title whose last owner was Patrick , 6th Lord ?",['Halyburton'],The provided table does not contain information regarding the last owner of any title.,0
443,html,0,,698,Conditional Lookup,Hard,hybridqa,"What is the Status of the person born on January 25 , 1963 ?",['Serial Killer on death row'],The provided table does not contain information regarding birth dates.,0
443,latex,0,,415,Conditional Lookup,Hard,hybridqa,"What is the Status of the person born on January 25 , 1963 ?",['Serial Killer on death row'],The provided table does not contain information regarding birth dates.,0
443,markdown,0,,411,Conditional Lookup,Hard,hybridqa,"What is the Status of the person born on January 25 , 1963 ?",['Serial Killer on death row'],The provided table does not contain information regarding birth dates.,0
444,html,0,,1878,Conditional Lookup,Hard,hybridqa,What is the Chinese title of the film whose director was born on 7 March 1926 ?,['梁山伯与祝英台'],The provided table does not contain information regarding the birth dates of the directors.,0
444,latex,0,,838,Conditional Lookup,Hard,hybridqa,What is the Chinese title of the film whose director was born on 7 March 1926 ?,['梁山伯与祝英台'],The provided table does not contain information regarding the birth dates of the directors.,0
444,markdown,0,,940,Conditional Lookup,Hard,hybridqa,What is the Chinese title of the film whose director was born on 7 March 1926 ?,['梁山伯与祝英台'],The provided table does not contain information regarding the birth dates of the directors.,0
445,html,1,,854,Conditional Lookup,Hard,wikitq,what international stadium did marcos pizzelli score consecutive goals at?,['Tsirion Stadium'],"Tsirion Stadium, Limassol, Cyprus",0
445,latex,1,,455,Conditional Lookup,Hard,wikitq,what international stadium did marcos pizzelli score consecutive goals at?,['Tsirion Stadium'],"Tsirion Stadium, Limassol, Cyprus",0
445,markdown,1,,447,Conditional Lookup,Hard,wikitq,what international stadium did marcos pizzelli score consecutive goals at?,['Tsirion Stadium'],"Tsirion Stadium, Limassol, Cyprus",0
446,html,0,,1621,Conditional Lookup,Hard,hybridqa,"What was the est . population at the 2006 census of the city that is situated on a mountain ridge , surrounded by fertile land ?","['2,238,537']",The provided table does not contain information regarding which city is situated on a mountain ridge surrounded by fertile land.,0
446,latex,0,,785,Conditional Lookup,Hard,hybridqa,"What was the est . population at the 2006 census of the city that is situated on a mountain ridge , surrounded by fertile land ?","['2,238,537']",The provided table does not contain information regarding which city is situated on a mountain ridge or surrounded by fertile land.,0
446,markdown,0,,836,Conditional Lookup,Hard,hybridqa,"What was the est . population at the 2006 census of the city that is situated on a mountain ridge , surrounded by fertile land ?","['2,238,537']",The provided table does not contain information regarding which city is situated on a mountain ridge surrounded by fertile land.,0
447,html,0,,1317,Conditional Lookup,Hard,hybridqa,"What is the medal won by the athlete who was born February 26 , 1971 ?",['Silver'],"I am sorry, but the provided table does not contain information regarding the birth dates of the athletes.",0
447,latex,0,,568,Conditional Lookup,Hard,hybridqa,"What is the medal won by the athlete who was born February 26 , 1971 ?",['Silver'],The provided table does not contain information regarding the birth dates of the athletes.,0
447,markdown,0,,640,Conditional Lookup,Hard,hybridqa,"What is the medal won by the athlete who was born February 26 , 1971 ?",['Silver'],The provided table does not contain information regarding the birth dates of the athletes.,0
448,html,0,,764,Conditional Lookup,Hard,hybridqa,What is the name of the film whose director was born on 26 April 1973 ?,['Unnai Charanadainthen'],The provided table does not contain information regarding the birth dates of the directors.,0
448,latex,0,,439,Conditional Lookup,Hard,hybridqa,What is the name of the film whose director was born on 26 April 1973 ?,['Unnai Charanadainthen'],The provided table does not contain information regarding the birth dates of the directors.,0
448,markdown,0,,432,Conditional Lookup,Hard,hybridqa,What is the name of the film whose director was born on 26 April 1973 ?,['Unnai Charanadainthen'],The provided table does not contain information regarding the birth dates of the directors.,0
449,html,0,,794,Conditional Lookup,Hard,hybridqa,What is the name of the game developed by developer who grew up in Tottenham ?,['Cybernoid : The Fighting Machine'],"I am sorry, but the provided table does not contain information about where the developers grew up.",0
449,latex,0,,397,Conditional Lookup,Hard,hybridqa,What is the name of the game developed by developer who grew up in Tottenham ?,['Cybernoid : The Fighting Machine'],The provided table does not contain information regarding where the developers grew up.,0
449,markdown,0,,384,Conditional Lookup,Hard,hybridqa,What is the name of the game developed by developer who grew up in Tottenham ?,['Cybernoid : The Fighting Machine'],"I am sorry, but the provided table does not contain information about where the developers grew up.",0
450,html,1,,1372,Multi-Item Lookup,Hard,sqa,which shows did tamera mowry star in?,"[""Flesh'n Blood"", 'True Colors', 'The All-New Mickey Mouse (MMC)', 'Sister, Sister', 'Are You Afraid of the Dark?', 'The Adventures of Hyperman', 'All That', 'Smart Guy', 'Blues Clues', 'Detention', 'How I Loved a Macho Boy', 'Strong Medicine', 'Family Guy', 'Roommates', 'The Super Hero Squad Show', 'Things We Do for Love', 'Access Hollywood Live', 'CHRISJayify', 'Tia & Tamera', 'Christmas Angel', 'The Real', 'Melissa and Joey']","Flesh'n Blood, True Colors, The All-New Mickey Mouse (MMC), Sister, Sister, Are You Afraid of the Dark?, The Adventures",0
